elo_home,elo_away,form_home_5,form_away_5,gf_home_5,ga_home_5,gf_away_5,ga_away_5,attack_home,defense_home,attack_away,defense_away,avg_shots_home_5,avg_shots_away_5,avg_sot_home_5,avg_sot_away_5,avg_corners_home_5,avg_corners_away_5,avg_yellow_home_5,avg_yellow_away_5,avg_red_home_5,avg_red_away_5,target
1500.5753193979033,1471.1326302204052,3.0,0.0,1.5,1.5,0.3333333333333333,1.3333333333333333,1.5,1.5,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1471.0857512633747,1473.320797270882,0.0,4.5,0.0,3.0,0.8,1.6,0.0,3.0,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1510.2794684162,1509.687947476726,6.0,6.0,2.6666666666666665,1.3333333333333333,2.0,2.0,2.6666666666666665,1.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1499.43278790048,1461.4205573165586,4.5,0.0,1.0,2.333333333333333,0.25,1.75,1.0,2.333333333333333,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1509.688909380894,1500.271655815424,7.5,4.5,1.75,1.5,2.0,1.6666666666666667,1.75,1.5,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1490.28774368332,1490.260801119669,1.5,4.5,1.0,1.5,1.75,1.75,1.0,1.5,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1501.4131680602322,1500.3440563387535,7.5,4.5,1.0,0.8,1.3333333333333333,1.0,1.0,0.8,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1500.040582443387,1519.1709002605237,6.0,9.0,1.25,1.5,2.0,0.75,1.25,1.5,2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1471.4208882834516,1509.352287629807,0.0,6.0,0.3333333333333333,2.0,1.0,1.0,0.3333333333333333,2.0,1.0,1.0,,,,,,,,,,,2
1501.45008680296,1490.374827750538,10.5,4.5,1.6,1.0,1.0,1.0,1.6,1.0,1.0,1.0,,,,,,,,,,,2
1518.9159902765557,1511.382396648448,10.5,10.5,1.0,0.8,1.2,0.6,1.0,0.8,1.2,0.6,,,,,,,,,,,1
1498.1313837253667,1490.1679066822535,7.5,3.0,1.4,0.8,1.6666666666666667,1.3333333333333333,1.4,0.8,1.6666666666666667,1.3333333333333333,,,,,,,,,,,2
1500.0343325269127,1480.2869682140038,1.5,1.5,1.0,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.6666666666666666,1.6666666666666667,,,,,,,,,,,1
1510.26297142743,1500.0002381754944,6.0,4.5,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,,,,,,,,,,,1
1452.510292642457,1520.262443091432,0.0,9.0,0.4,2.2,2.5,1.25,0.4,2.2,2.5,1.25,,,,,,,,,,,2
1509.4325563849195,1510.0,6.0,6.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,,,,,,,,,,,2
